0 1 1.0
0 2 1.0
0 3 1.0
0 4 1.0
0 5 1.0
0 6 1.0
1 1 4.0
1 2 2.0
1 3 2.0
1 4 2.0
1 5 2.0
1 6 1.0
2 1 7.0
2 2 4.0
2 3 1.0
2 4 1.0
2 5 1.0
2 6 1.0
3 1 5.0
3 2 5.0
3 3 2.0
3 4 2.0
3 5 2.0
3 6 2.0
4 1 6.0
4 2 6.0
4 3 3.0
4 4 3.0
4 5 3.0
4 6 3.0
5 1 12.0
5 2 5.0
5 3 4.0
5 4 2.0
5 5 1.0
5 6 1.0
6 1 15.0
6 2 9.0
6 3 1.0
6 4 1.0
6 5 1.0
6 6 1.0
7 1 15.0
7 2 9.0
7 3 3.0
7 4 1.0
7 5 1.0
7 6 1.0
8 1 11.0
8 2 6.0
8 3 3.0
8 4 3.0
8 5 1.0
8 6 1.0
9 1 20.0
9 2 10.0
9 3 1.0
9 4 1.0
9 5 1.0
9 6 1.0
