0 0 1.0
0 1 1.0
0 2 1.0
0 3 1.0
0 4 1.0
1 0 30.0
1 1 9.0
1 2 8.0
1 3 4.0
1 4 4.0
2 0 28.0
2 1 11.0
2 2 7.0
2 3 5.0
2 4 2.0
3 0 31.0
3 1 10.0
3 2 7.0
3 3 5.0
3 4 4.0
4 0 41.0
4 1 11.0
4 2 5.0
4 3 1.0
4 4 1.0
5 0 42.0
5 1 4.0
5 2 4.0
5 3 2.0
5 4 2.0
6 0 31.0
6 1 7.0
6 2 2.0
6 3 1.0
6 4 1.0
7 0 35.0
7 1 11.0
7 2 6.0
7 3 2.0
7 4 1.0
8 0 24.0
8 1 7.0
8 2 5.0
8 3 5.0
8 4 5.0
9 0 29.0
9 1 5.0
9 2 3.0
9 3 2.0
9 4 2.0
