0 0 1.0
0 1 1.0
0 2 1.0
0 3 1.0
0 4 1.0
0 5 1.0
0 6 1.0
1 0 93.0
1 1 36.0
1 2 23.0
1 3 14.0
1 4 10.0
1 5 8.0
1 6 5.0
2 0 80.0
2 1 19.0
2 2 16.0
2 3 12.0
2 4 8.0
2 5 6.0
2 6 3.0
3 0 55.0
3 1 12.0
3 2 7.0
3 3 5.0
3 4 5.0
3 5 5.0
3 6 4.0
4 0 48.0
4 1 5.0
4 2 5.0
4 3 5.0
4 4 5.0
4 5 5.0
4 6 4.0
5 0 20.0
5 1 5.0
5 2 5.0
5 3 5.0
5 4 5.0
5 5 5.0
5 6 4.0
6 0 23.0
6 1 5.0
6 2 5.0
6 3 5.0
6 4 5.0
6 5 5.0
6 6 5.0
7 0 52.0
7 1 3.0
7 2 3.0
7 3 3.0
7 4 3.0
7 5 3.0
7 6 3.0
8 0 52.0
8 1 2.0
8 2 2.0
8 3 2.0
8 4 2.0
8 5 2.0
8 6 2.0
9 0 78.0
9 1 5.0
9 2 4.0
9 3 3.0
9 4 2.0
9 5 1.0
9 6 1.0
